"","X","ResponseID","ResponseSet","Name","ExternalDataReference","EmailAddress","IPAddress","Status","StartDate","EndDate","Finished","mTurkCode","gender","age","ethnicity","work.when.not.encouraged","resentful","given.up","rebel","good.listener","took.advantage","admit.mistake","get.even","courteous","ideas.different.from.own","jealous.of.others","irritated.by.favors","hurt.someones.feelings","weight","height","household.size","annual.income","exercise","LocationLatitude","LocationLongitude","LocationAccuracy","income","annualincome","bmi","recepie","measurement","MealStyle","TreatMent"
"1115",72,"R_1mXwrMeIBpa3O7o","Default Response Set","Anonymous",NA,NA,"79.173.164.218",0,"8/2/2015 22:44","8/2/2015 22:48",1,29624297,"Male",32,"White",2,1,1,0,0,1,1,0,1,0,1,1,0,179,73,"1",140000,"Several Times a week","51,52250671","-0,229995728",-1,140000,140000,24.1846500281479,"Low.Cal.Asian.Glazed.Chicken.Thighs",-14,"Asian","LowCal"
"1116",74,"R_OHGOBsOGeEfrCcF","Default Response Set","Anonymous",NA,NA,"69.141.152.147",0,"8/2/2015 22:52","8/2/2015 22:55",1,75896858,"Male",26,"White",1,1,1,1,0,1,1,1,0,1,1,1,0,170,69,"1",25000,"Several Times a week","40,25619507","-74,75810242",-1,25000,25000,25.7088846880907,"Low.Cal.Asian.Glazed.Chicken.Thighs",-15,"Asian","LowCal"
"1117",75,"R_2tsX0OwAiI5cm3U","Default Response Set","Anonymous",NA,NA,"189.149.247.9",0,"8/2/2015 22:55","8/2/2015 22:59",1,58526858,"Female",28,"White",1,1,1,0,1,0,1,1,0,0,1,1,0,110,60,"2-3",12000,"Once or twice a week","19,42999268","-99,12999725",-1,12000,12000,22,"Low.Cal.Asian.Glazed.Chicken.Thighs",-9,"Asian","LowCal"
"1118",78,"R_32JTrF8JFvtK06j","Default Response Set","Anonymous",NA,NA,"71.230.93.129",0,"8/2/2015 23:03","8/2/2015 23:06",1,11232573,"Female",33,"Hispanic or Latino",1,1,1,0,0,1,1,0,0,0,1,1,0,250,61,"4-5",24000,"Less often than once a month","40,14419556","-74,84829712",-1,24000,24000,48.3740929857565,"Low.Cal.Asian.Glazed.Chicken.Thighs",-10,"Asian","LowCal"
"1119",80,"R_1DppFoVdYVPbUzA","Default Response Set","Anonymous",NA,NA,"91.140.226.160",0,"8/2/2015 23:08","8/2/2015 23:12",1,95832071,"Male",28,"White",2,1,0,0,1,0,1,0,1,0,0,0,0,185,71,"4-5",70000,"Several Times a week","0","0",-1,70000,70000,26.4233287046221,"Low.Cal.Asian.Glazed.Chicken.Thighs",-11,"Asian","LowCal"
"1120",82,"R_vwPnjXNSEdqQISt","Default Response Set","Anonymous",NA,NA,"73.208.91.64",0,"8/2/2015 23:22","8/2/2015 23:26",1,32908632,"Female",28,"White",1,1,1,1,0,1,0,1,0,0,1,1,0,160,66,"2-3",60000,"Several Times a week","41,56959534","-87,79940033",-1,60000,60000,26.4462809917355,"Low.Cal.Asian.Glazed.Chicken.Thighs",-14,"Asian","LowCal"
"1121",86,"R_2eXrUZgGlMKsc6R","Default Response Set","Anonymous",NA,NA,"24.90.221.239",0,"8/2/2015 23:51","8/2/2015 23:54",1,90753906,"Female",34,"Hispanic or Latino",1,1,1,0,0,1,0,1,1,0,1,1,0,128,67,"1",47000,"Less often than once a month","40,74000549","-73,93609619",-1,47000,47000,20.5301848964135,"Low.Cal.Asian.Glazed.Chicken.Thighs",-13,"Asian","LowCal"
"1122",87,"R_UolIkcpYjE3vfoZ","Default Response Set","Anonymous",NA,NA,"23.31.169.117",0,"8/3/2015 0:33","8/3/2015 0:40",1,57429728,"Male",27,"White",1,0,1,0,0,0,1,0,1,0,0,0,0,155,70,"1",80000,"Once or twice a week","35,98170471","-84,1289978",-1,80000,80000,22.7755102040816,"Low.Cal.Asian.Glazed.Chicken.Thighs",-9,"Asian","LowCal"
"1123",92,"R_2ygsSwGSlbqZpND","Default Response Set","Anonymous",NA,NA,"216.51.162.137",0,"8/3/2015 1:05","8/3/2015 1:11",1,88045568,"Female",29,"White",2,0,0,0,0,1,1,1,0,0,0,0,0,170,73,"1",1e+05,"Several Times a week","41,88450623","-95,06340027",-1,100000,100000,22.9686620379058,"Low.Cal.Asian.Glazed.Chicken.Thighs",-14,"Asian","LowCal"
"1124",93,"R_3siDuGIlnaPDhZM","Default Response Set","Anonymous",NA,NA,"96.8.168.223",0,"8/3/2015 1:27","8/3/2015 1:31",1,74832341,"Female",24,"White",2,0,0,0,1,0,1,0,1,1,1,0,1,125,62,"1",30000,"Several Times a week","29,90820313","-98,43720245",-1,30000,30000,23.4131113423517,"Low.Cal.Asian.Glazed.Chicken.Thighs",-11,"Asian","LowCal"
"1125",95,"R_3iVTHZyr9XfgypD","Default Response Set","Anonymous",NA,NA,"70.199.173.62",0,"8/3/2015 1:40","8/3/2015 1:44",1,54838830,"Female",28,"White",2,1,0,1,0,1,0,1,0,0,0,1,0,120,65,"2-3",60000,"Several Times a week","47,61039734","-122,2006989",-1,60000,60000,20.4497041420118,"Low.Cal.Asian.Glazed.Chicken.Thighs",-14,"Asian","LowCal"
"1126",96,"R_3s4kv2F7SDyZQjd","Default Response Set","Anonymous",NA,NA,"76.218.65.75",0,"8/3/2015 1:54","8/3/2015 1:58",1,77459972,"Male",38,"Asian/Pacific Islander",1,1,1,1,0,1,1,0,1,1,1,1,1,208,68,"6+",90000,"Once or twice a week","37,63929749","-122,0442047",-1,90000,90000,32.3875432525952,"Low.Cal.Asian.Glazed.Chicken.Thighs",-10,"Asian","LowCal"
"1127",97,"R_OqlQCsSt0cQ1N9n","Default Response Set","Anonymous",NA,NA,"92.163.29.96",0,"8/3/2015 2:09","8/3/2015 2:13",1,5250567,"Male",44,"White",1,0,1,1,1,0,1,0,0,0,1,1,0,235,75,"2-3",75000,"Once or twice a week","48,86669922","2,333297729",-1,75000,75000,30.08,"Low.Cal.Asian.Glazed.Chicken.Thighs",-14,"Asian","LowCal"
"1128",98,"R_3Hvu6yIn14xTGMV","Default Response Set","Anonymous",NA,NA,"70.210.136.161",0,"8/3/2015 2:13","8/3/2015 2:18",1,58501390,"Male",24,"White",2,0,0,0,0,0,0,0,1,0,1,1,1,200,73,"1",30000,"Once or twice a week","45,4980011","-122,7783966",-1,30000,30000,27.0219553387127,"Low.Cal.Asian.Glazed.Chicken.Thighs",-10,"Asian","LowCal"
"1129",99,"R_3nGzmhabNQtyfEt","Default Response Set","Anonymous",NA,NA,"99.111.1.10",0,"8/3/2015 5:17","8/3/2015 5:22",1,7343049,"Male",29,"White",2,0,0,0,1,1,1,0,1,0,1,0,0,165,68,"2-3",90000,"Once or twice a week","41,603302","-87,75469971",-1,90000,90000,25.6920415224913,"Low.Cal.Asian.Glazed.Chicken.Thighs",-11,"Asian","LowCal"
"1130",102,"R_1Fy8xECvVmLDwyO","Default Response Set","Anonymous",NA,NA,"108.54.160.196",0,"8/3/2015 8:22","8/3/2015 8:27",1,74261516,"Male",25,"White",2,0,0,0,1,0,0,0,1,0,0,0,0,155,68,"1",90000,"Several Times a week","40,74490356","-73,97820282",-1,90000,90000,24.1349480968858,"Low.Cal.Asian.Glazed.Chicken.Thighs",-11,"Asian","LowCal"
"1131",104,"R_zT2kcEiFb9HMFGx","Default Response Set","Anonymous",NA,NA,"96.49.177.71",0,"8/3/2015 10:34","8/3/2015 10:38",1,75597070,"Female",32,"Hispanic or Latino",2,0,0,1,1,0,0,1,1,1,0,1,0,135,60,"2-3",85000,"Several Times a week","49,25","-122,9499969",-1,85000,85000,27,"Low.Cal.Asian.Glazed.Chicken.Thighs",-14,"Asian","LowCal"
"1132",105,"R_9sjDGJ2kLvWBZsJ","Default Response Set","Anonymous",NA,NA,"69.47.41.110",0,"8/3/2015 12:14","8/3/2015 12:17",1,83641398,"Male",30,"White",2,1,0,0,0,0,1,1,1,0,0,1,0,210,72,"2-3",65000,"Once or twice a week","41,603302","-87,75469971",-1,65000,65000,29.1666666666667,"Low.Cal.Asian.Glazed.Chicken.Thighs",-10,"Asian","LowCal"
"1133",106,"R_2fvxguqIg8SF6wp","Default Response Set","Anonymous",NA,NA,"172.56.22.46",0,"8/3/2015 12:17","8/3/2015 12:20",1,25303234,"Male",45,"White",2,0,1,0,1,0,1,0,1,0,1,1,0,190,68,"6+",1e+05,"Several Times a week","38","-97",-1,100000,100000,29.5847750865052,"Low.Cal.Asian.Glazed.Chicken.Thighs",-11,"Asian","LowCal"
"1134",107,"R_23TEfFEIjR6ewnv","Default Response Set","Anonymous",NA,NA,"70.192.139.40",0,"8/3/2015 12:17","8/3/2015 12:25",1,74938829,"Female",52,"White",1,1,0,0,1,0,1,0,1,0,0,0,1,176,66,"6+",35000,"Once or twice a week","40,00340271","-75,248703",-1,35000,35000,29.0909090909091,"Low.Cal.Asian.Glazed.Chicken.Thighs",-14,"Asian","LowCal"
"1135",109,"R_29j3Y3KarEMwZKg","Default Response Set","Anonymous",NA,NA,"128.112.110.11",0,"8/3/2015 14:13","8/3/2015 14:17",1,48968923,"Female",31,"White",1,1,1,0,1,1,1,0,0,0,1,1,0,175,69,"2-3",70000,"Once or twice a week","40,37559509","-74,65969849",-1,70000,70000,26.4650283553875,"Low.Cal.Asian.Glazed.Chicken.Thighs",-11,"Asian","LowCal"
"1136",111,"R_1jO3cTXWenPzNFr","Default Response Set","Anonymous",NA,NA,"69.253.171.9",0,"8/3/2015 17:16","8/3/2015 17:20",1,33636356,"Female",42,"White",1,0,1,0,0,0,1,0,1,0,1,1,0,140,64,"4-5",120000,"Less often than once a month","40,10299683","-74,9414978",-1,120000,120000,24.609375,"Low.Cal.Asian.Glazed.Chicken.Thighs",-11,"Asian","LowCal"
"1137",113,"R_RKROO6g7jQcL64F","Default Response Set","Anonymous",NA,NA,"70.184.105.182",0,"8/3/2015 22:17","8/3/2015 22:32",1,30405475,"Male",29,"White",1,1,0,0,1,0,1,0,1,1,0,0,0,230,73,"2-3",50000,"Several Times a week","33,49119568","-111,9236984",-1,50000,50000,31.0752486395196,"Low.Cal.Asian.Glazed.Chicken.Thighs",-11,"Asian","LowCal"
"1138",118,"R_VQmHqBHm0amDCbn","Default Response Set","Anonymous",NA,NA,"75.181.41.174",0,"8/6/2015 16:38","8/6/2015 16:40",1,57736005,"Male",25,"White",2,1,0,1,1,0,1,0,1,0,1,0,0,175,71,"2-3",39000,"Once or twice a week","35,12319946","-80,93430328",-1,39000,39000,24.9950406665344,"Low.Cal.Asian.Glazed.Chicken.Thighs",-11,"Asian","LowCal"
"1139",119,"R_Bsq07CpLZnBx0Bz","Default Response Set","Anonymous",NA,NA,"132.178.160.153",0,"8/6/2015 16:40","8/6/2015 16:41",1,5289412,"Male",30,"White",2,1,0,1,0,1,0,1,0,0,1,1,0,225,74,"2-3",55000,"Once or twice a month","43,4598999","-116,2440033",-1,55000,55000,29.5836376917458,"Low.Cal.Asian.Glazed.Chicken.Thighs",-11,"Asian","LowCal"
"1140",121,"R_3F26hIwVgMuwLdl","Default Response Set","Anonymous",NA,NA,"172.73.117.234",0,"8/6/2015 16:39","8/6/2015 16:41",1,12681265,"Male",36,"White",1,1,0,1,0,1,1,0,1,1,1,1,0,180,71,"2-3",38000,"Several Times a week","35,36250305","-81,57409668",-1,38000,38000,25.7091846855783,"Low.Cal.Asian.Glazed.Chicken.Thighs",-11,"Asian","LowCal"
"1141",122,"R_3Ejciq7q2qFTEiq","Default Response Set","Anonymous",NA,NA,"71.30.240.237",0,"8/6/2015 16:39","8/6/2015 16:43",1,66909058,"Female",30,"White",2,0,0,0,0,1,0,0,1,1,0,0,0,140,63,"4-5",40000,"Once or twice a month","29,93969727","-82,70050049",-1,40000,40000,25.3968253968254,"Low.Cal.Asian.Glazed.Chicken.Thighs",-10,"Asian","LowCal"
"1142",123,"R_2R4HkXyBbegWrAo","Default Response Set","Anonymous",NA,NA,"192.111.74.84",0,"8/6/2015 16:41","8/6/2015 16:43",1,86284299,"Female",51,"White",1,1,1,1,0,0,1,0,0,1,0,0,0,110,62,"1",30000,"Several Times a week","35,1289978","-85,38410187",-1,30000,30000,20.6035379812695,"Low.Cal.Asian.Glazed.Chicken.Thighs",-14,"Asian","LowCal"
"1143",126,"R_2WPDaMRk9yzdYHB","Default Response Set","Anonymous",NA,NA,"72.223.8.116",0,"8/6/2015 16:42","8/6/2015 16:44",1,94496828,"Female",25,"Hispanic or Latino",2,0,1,0,1,0,0,0,1,0,1,1,1,121,65,"6+",12000,"Several Times a week","33,248703","-111,6343002",-1,12000,12000,20.6201183431953,"Low.Cal.Asian.Glazed.Chicken.Thighs",-14,"Asian","LowCal"
"1144",128,"R_1hRsjvGawc3wsmt","Default Response Set","Anonymous",NA,NA,"64.203.251.14",0,"8/6/2015 16:44","8/6/2015 16:45",1,28836389,"Female",27,"White",1,1,1,1,1,1,1,1,1,0,1,1,0,125,62,"1",40000,"Several Times a week","32,43890381","-80,74659729",-1,40000,40000,23.4131113423517,"Low.Cal.Asian.Glazed.Chicken.Thighs",-13,"Asian","LowCal"
"1145",129,"R_3HtOa4y4Jtcy4bQ","Default Response Set","Anonymous",NA,NA,"76.236.14.160",0,"8/6/2015 16:44","8/6/2015 16:45",1,57816922,"Male",36,"White",1,1,1,1,1,1,1,1,1,0,1,1,0,162,66,"1",1500,"Several Times a week","43,11880493","-85,49430084",-1,1500,1500,26.7768595041322,"Low.Cal.Asian.Glazed.Chicken.Thighs",-13,"Asian","LowCal"
"1146",132,"R_3PNXzbUddA1TVoI","Default Response Set","Anonymous",NA,NA,"107.47.131.130",0,"8/6/2015 16:43","8/6/2015 16:47",1,43581490,"Female",28,"White",1,1,1,0,0,0,0,0,1,1,0,0,0,123,63,"2-3",20000,"Several Times a week","40,76170349","-82,51260376",-1,20000,20000,22.312925170068,"Low.Cal.Asian.Glazed.Chicken.Thighs",-12,"Asian","LowCal"
"1147",133,"R_2bJ0vFIzBXmWPxO","Default Response Set","Anonymous",NA,NA,"72.76.49.177",0,"8/6/2015 16:46","8/6/2015 16:48",1,50523051,"Female",53,"White",2,0,0,0,1,0,1,0,1,0,1,0,1,160,68,"2-3",4000,"Less often than once a month","40,77119446","-74,20680237",-1,4000,4000,24.9134948096886,"Low.Cal.Asian.Glazed.Chicken.Thighs",-15,"Asian","LowCal"
"1148",135,"R_3itktNSXUh9TyNB","Default Response Set","Anonymous",NA,NA,"76.8.161.255",0,"8/6/2015 16:48","8/6/2015 16:49",1,74754834,"Female",29,"White",2,0,1,0,0,0,1,0,0,0,1,1,0,150,63,"4-5",2000,"Several Times a week","37,54849243","-82,20050049",-1,2000,2000,27.2108843537415,"Low.Cal.Asian.Glazed.Chicken.Thighs",-13,"Asian","LowCal"
"1149",138,"R_2WUoAEBghBmfC1H","Default Response Set","Anonymous",NA,NA,"50.186.76.160",0,"8/6/2015 16:48","8/6/2015 16:50",1,52541285,"Male",24,"White",2,0,0,0,1,0,1,0,1,1,0,0,1,180,67,"1",20000,"Once or twice a week","40,47740173","-112,0082016",-1,20000,20000,28.8705725105814,"Low.Cal.Asian.Glazed.Chicken.Thighs",-15,"Asian","LowCal"
"1150",139,"R_27ai8HIqqIlaJS3","Default Response Set","Anonymous",NA,NA,"76.26.175.59",0,"8/6/2015 16:49","8/6/2015 16:50",1,16020156,"Female",44,"White",1,1,1,1,0,1,0,1,0,0,1,1,0,148,67,"2-3",65600,"Several Times a week","27,51150513","-80,36250305",-1,65600,65600,23.7380262864781,"Low.Cal.Asian.Glazed.Chicken.Thighs",-15,"Asian","LowCal"
"1151",140,"R_3lE8kbwPPkeMsW6","Default Response Set","Anonymous",NA,NA,"66.75.42.96",0,"8/6/2015 16:48","8/6/2015 16:50",1,883577,"Female",40,"Asian/Pacific Islander",2,1,1,0,1,0,1,0,1,1,1,1,1,107,62,"4-5",40000,"Less often than once a month","32,88969421","-117,1335983",-1,40000,40000,20.0416233090531,"Low.Cal.Asian.Glazed.Chicken.Thighs",-11,"Asian","LowCal"
"1152",141,"R_25SYEWpObIdD1VF","Default Response Set","Anonymous",NA,NA,"14.99.171.83",0,"8/6/2015 16:48","8/6/2015 16:51",1,62876949,"Male",33,"Asian/Pacific Islander",1,1,1,1,1,1,0,1,0,0,1,1,0,160,70,"1",39000,"Once or twice a week","20","77",-1,39000,39000,23.5102040816327,"Low.Cal.Asian.Glazed.Chicken.Thighs",-13,"Asian","LowCal"
"1153",146,"R_3dFKrNMCaKFeIDI","Default Response Set","Anonymous",NA,NA,"184.207.2.34",0,"8/6/2015 16:53","8/6/2015 16:56",1,59761979,"Female",32,"Hispanic or Latino",2,0,0,0,1,0,1,0,1,0,0,0,0,110,61,"4-5",60000,"Several Times a week","40,72799683","-73,94529724",-1,60000,60000,21.2846009137329,"Low.Cal.Asian.Glazed.Chicken.Thighs",-10,"Asian","LowCal"
"1154",147,"R_3hrpIKUwkv4agOJ","Default Response Set","Anonymous",NA,NA,"92.238.38.24",0,"8/6/2015 16:57","8/6/2015 16:58",1,13792001,"Male",30,"White",2,1,1,0,1,1,0,1,1,0,1,1,0,190,73,"2-3",20000,"Once or twice a week","53,43330383","-1,350006104",-1,20000,20000,25.6708575717771,"Low.Cal.Asian.Glazed.Chicken.Thighs",-14,"Asian","LowCal"
"1155",151,"R_3RaB3IVK2Dm1gt9","Default Response Set","Anonymous",NA,NA,"173.71.142.207",0,"8/6/2015 17:02","8/6/2015 17:04",1,2703838,"Female",44,"White",2,1,1,1,0,1,1,0,1,0,1,1,0,220,66,"4-5",1300,"Less often than once a month","37,15260315","-76,54599762",-1,1300,1300,36.3636363636364,"Low.Cal.Asian.Glazed.Chicken.Thighs",-15,"Asian","LowCal"
"1156",153,"R_1K73BLex2zFMpbS","Default Response Set","Anonymous",NA,NA,"108.193.223.1",0,"8/6/2015 17:04","8/6/2015 17:06",1,46466136,"Male",25,"Asian/Pacific Islander",1,1,1,0,1,0,1,0,1,0,1,0,0,300,69,"1",9000,"Never","34,07609558","-118,1441956",-1,9000,9000,45.3686200378072,"Low.Cal.Asian.Glazed.Chicken.Thighs",-14,"Asian","LowCal"
"1157",155,"R_scnQkEDVZQWlYl3","Default Response Set","Anonymous",NA,NA,"75.162.127.207",0,"8/6/2015 17:07","8/6/2015 17:10",1,41065995,"Female",42,"White",2,1,0,0,1,0,0,0,1,0,0,1,1,108,69,"4-5",69000,"Several Times a week","40,65759277","-111,8840027",-1,69000,69000,16.3327032136106,"Low.Cal.Asian.Glazed.Chicken.Thighs",-10,"Asian","LowCal"
"1158",157,"R_1GQsALgfkEFFnxs","Default Response Set","Anonymous",NA,NA,"75.118.14.22",0,"8/6/2015 17:16","8/6/2015 17:17",1,96575715,"Female",35,"White",2,0,1,0,0,1,0,1,0,0,1,1,0,170,69,NA,50000,"Several Times a week","40,08529663","-82,97519684",-1,50000,50000,25.7088846880907,"Low.Cal.Asian.Glazed.Chicken.Thighs",-14,"Asian","LowCal"
"1159",158,"R_1MKCvRdUfDyza0u","Default Response Set","Anonymous",NA,NA,"98.240.157.255",0,"8/6/2015 17:25","8/6/2015 17:28",1,46685708,"Female",62,"White",1,1,1,0,1,0,1,0,1,0,0,1,0,190,69,"4-5",30000,"Never","45,01019287","-93,34279633",-1,30000,30000,28.7334593572779,"Low.Cal.Asian.Glazed.Chicken.Thighs",-11,"Asian","LowCal"
"1160",159,"R_3Krvuo7OIfpLJB2","Default Response Set","Anonymous",NA,NA,"184.53.50.8",0,"8/6/2015 18:27","8/6/2015 18:29",1,16231111,"Female",25,"White",1,1,0,1,0,1,0,1,0,0,1,1,0,150,64,"2-3",20000,"Once or twice a week","38","-97",-1,20000,20000,26.3671875,"Low.Cal.Asian.Glazed.Chicken.Thighs",-13,"Asian","LowCal"
"1161",161,"R_25Ymd565cF0yZ7n","Default Response Set","Anonymous",NA,NA,"174.22.114.5",0,"8/6/2015 18:29","8/6/2015 18:31",1,57941422,"Male",30,"White",2,0,0,0,1,1,1,0,0,1,0,0,0,140,68,"2-3",80000,"Several Times a week","41,57780457","-90,5318985",-1,80000,80000,21.7993079584775,"Low.Cal.Asian.Glazed.Chicken.Thighs",-15,"Asian","LowCal"
"1162",162,"R_1dbqtxvYfye3Pqx","Default Response Set","Anonymous",NA,NA,"104.53.225.13",0,"8/6/2015 18:30","8/6/2015 18:33",1,7588617,"Male",48,"White",2,0,0,0,1,0,1,0,1,0,0,0,1,180,69,"2-3",33000,"Less often than once a month","36,34790039","-86,60050201",-1,33000,33000,27.2211720226843,"Low.Cal.Asian.Glazed.Chicken.Thighs",-15,"Asian","LowCal"
"1163",163,"R_2ZZISOLrJwdMhAh","Default Response Set","Anonymous",NA,NA,"99.101.100.181",0,"8/6/2015 18:31","8/6/2015 18:33",1,23340793,"Male",27,"White",1,1,1,1,0,1,0,1,0,0,1,1,0,164,71,"2-3",48000,"Once or twice a month","35,03869629","-89,92759705",-1,48000,48000,23.423923824638,"Low.Cal.Asian.Glazed.Chicken.Thighs",-13,"Asian","LowCal"
"1164",164,"R_3qP6V50IMwdsNUA","Default Response Set","Anonymous",NA,NA,"72.22.126.30",0,"8/6/2015 18:31","8/6/2015 18:33",1,46954523,"Female",31,"White",1,0,0,0,1,0,1,0,1,1,1,0,1,300,66,"2-3",50000,"Once or twice a week","36,78469849","-86,2118988",-1,50000,50000,49.5867768595041,"Low.Cal.Asian.Glazed.Chicken.Thighs",-12,"Asian","LowCal"
"1165",165,"R_2q4wAE9SOei5caA","Default Response Set","Anonymous",NA,NA,"54.174.77.195",0,"8/6/2015 18:31","8/6/2015 18:36",1,36083680,"Male",28,"Asian/Pacific Islander",2,1,0,0,1,0,1,1,1,0,1,1,1,185,65,"2-3",90000,"Several Times a week","39,04370117","-77,48750305",-1,90000,90000,31.5266272189349,"Low.Cal.Asian.Glazed.Chicken.Thighs",-11,"Asian","LowCal"
"1166",166,"R_07I0DfbOZewV225","Default Response Set","Anonymous",NA,NA,"76.127.229.138",0,"8/6/2015 18:37","8/6/2015 18:38",1,29957702,"Female",36,"White",2,1,0,1,1,0,0,1,1,1,1,1,1,120,60,"1",30000,"Several Times a week","42,22380066","-72,64089966",-1,30000,30000,24,"Low.Cal.Asian.Glazed.Chicken.Thighs",-15,"Asian","LowCal"
"1167",169,"R_2y7M9tg35X5aCwY","Default Response Set","Anonymous",NA,NA,"172.2.142.120",0,"8/6/2015 18:42","8/6/2015 18:43",1,91320924,"Female",33,"White",2,1,0,0,1,0,0,1,0,0,0,0,0,170,65,"2-3",120000,"Several Times a week","32,77729797","-117,1007996",-1,120000,120000,28.9704142011834,"Low.Cal.Asian.Glazed.Chicken.Thighs",-9,"Asian","LowCal"
"1168",171,"R_w044p9OCbglRMpb","Default Response Set","Anonymous",NA,NA,"63.149.18.28",0,"8/6/2015 18:47","8/6/2015 18:49",1,43031718,"Male",33,"White",2,1,1,1,0,0,0,1,0,0,0,1,0,130,68,"1",12000,"Several Times a week","36,63549805","-88,28299713",-1,12000,12000,20.242214532872,"Low.Cal.Asian.Glazed.Chicken.Thighs",-10,"Asian","LowCal"
"1169",174,"R_b3E9oyr9rhv16lb","Default Response Set","Anonymous",NA,NA,"54.148.44.119",0,"8/6/2015 19:27","8/6/2015 19:28",1,93740005,"Male",28,"White",2,1,0,1,1,1,1,1,1,0,1,0,0,200,72,"1",40000,"Several Times a week","45,83990479","-119,7005997",-1,40000,40000,27.7777777777778,"Low.Cal.Asian.Glazed.Chicken.Thighs",-11,"Asian","LowCal"
"1170",175,"R_9yr0UoTMq1c2Wyd","Default Response Set","Anonymous",NA,NA,"97.95.64.36",0,"8/6/2015 19:35","8/6/2015 19:37",1,87241719,"Female",29,"Other",1,1,1,1,1,0,0,1,0,0,1,0,0,170,59,"4-5",10000,"Several Times a week","45,75660706","-87,15709686",-1,10000,10000,35.1623096811261,"Low.Cal.Asian.Glazed.Chicken.Thighs",-10,"Asian","LowCal"
"1171",176,"R_2CNi4wvIHlav4eb","Default Response Set","Anonymous",NA,NA,"69.124.9.157",0,"8/6/2015 19:58","8/6/2015 20:00",1,13823355,"Male",33,"White",2,0,0,0,1,0,1,0,1,1,0,0,1,175,74,"1",35000,"Several Times a week","40,84080505","-73,03949738",-1,35000,35000,23.009495982469,"Low.Cal.Asian.Glazed.Chicken.Thighs",-11,"Asian","LowCal"
"1172",179,"R_5oKJJhS8clSXHrz","Default Response Set","Anonymous",NA,NA,"50.105.132.46",0,"8/6/2015 20:34","8/6/2015 20:36",1,70612723,"Female",57,"White",1,0,0,0,1,0,1,0,1,1,0,0,0,165,66,"2-3",30000,"Several Times a week","43,76849365","-88,01609802",-1,30000,30000,27.2727272727273,"Low.Cal.Asian.Glazed.Chicken.Thighs",-10,"Asian","LowCal"
"1173",5,"R_1P5VJKmeGyCMFZj","Default Response Set","Anonymous",NA,NA,"108.48.81.227",0,"8/2/2015 20:23","8/2/2015 20:24",1,16565724,"Male",25,"White",1,1,1,0,0,1,0,0,1,1,1,1,1,190,67,"1",45000,"Once or twice a month","38,89930725","-77,19159698",-1,45000,45000,30.4744932056137,"Lite.Chicken.with.Honey.Barbecue.Sauce",-10,"Pizza","Lite"
"1174",6,"R_6F1Y2Ks4bOpGj0R","Default Response Set","Anonymous",NA,NA,"69.140.118.143",0,"8/2/2015 20:23","8/2/2015 20:25",1,30111642,"Male",41,"Asian/Pacific Islander",2,0,0,0,1,0,1,0,1,1,0,0,1,152,65,"2-3",123000,"Once or twice a week","39,17520142","-77,17700195",-1,123000,123000,25.9029585798817,"Lite.Chicken.with.Honey.Barbecue.Sauce",-11,"Pizza","Lite"
"1175",8,"R_2aJE6fq1467b8ew","Default Response Set","Anonymous",NA,NA,"24.255.7.230",0,"8/2/2015 20:23","8/2/2015 20:25",1,14137242,"Male",24,"White",1,1,1,1,1,1,1,1,0,0,1,1,0,170,72,"1",19000,"Once or twice a week","33,40010071","-111,9290009",-1,19000,19000,23.6111111111111,"Lite.Chicken.with.Honey.Barbecue.Sauce",-11,"Pizza","Lite"
"1176",12,"R_3J1O0WUdZTGuPIC","Default Response Set","Anonymous",NA,NA,"107.137.248.67",0,"8/2/2015 20:26","8/2/2015 20:27",1,55754576,"Female",26,"Asian/Pacific Islander",1,1,1,1,0,1,1,1,0,0,1,1,0,113,60,"1",36000,"Several Times a week","34,06159973","-118,0818024",-1,36000,36000,22.6,"Lite.Chicken.with.Honey.Barbecue.Sauce",-12,"Pizza","Lite"
"1177",13,"R_vTCGpRjeQJiApDb","Default Response Set","Anonymous",NA,NA,"75.64.82.214",0,"8/2/2015 20:22","8/2/2015 20:28",1,722643,"Female",63,"White",NA,1,1,0,0,0,1,0,1,0,1,0,0,250,62,"2-3",NA,"Less often than once a month","32,52059937","-92,1065979",-1,NA,NA,46.8262226847034,"Lite.Chicken.with.Honey.Barbecue.Sauce",-10,"Pizza","Lite"
"1178",14,"R_2Vgxn1UYrJ5SEyP","Default Response Set","Anonymous",NA,NA,"75.161.148.119",0,"8/2/2015 20:27","8/2/2015 20:28",1,78320439,"Male",27,"White",2,1,0,0,1,0,1,1,1,0,1,0,0,198,72,"1",48000,"Several Times a week","44,97290039","-93,28730011",-1,48000,48000,27.5,"Lite.Chicken.with.Honey.Barbecue.Sauce",-11,"Pizza","Lite"
"1179",17,"R_3ktG8RWVmYOlr5J","Default Response Set","Anonymous",NA,NA,"121.247.68.245",0,"8/2/2015 20:26","8/2/2015 20:29",1,22646923,"Female",53,"White",1,1,1,1,0,1,1,0,0,0,1,1,0,141,64,"2-3",25000,"Less often than once a month","20","77",-1,25000,25000,24.78515625,"Lite.Chicken.with.Honey.Barbecue.Sauce",-14,"Pizza","Lite"
